;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;
0;299,671201438;2,47950428724;8,73540958762;3,59135752916;0,447306096554;0;0,562636971474;8,27734616399;6,53349232674;0;8,83940187097;3,79363226891;0,563692688942;0,637317299843;0;1,61390012503;0,618123590946;0;1,06845831871;2,89598107338;26,4436005652;11,644012928;4,15314811468;3,90900927782;0;0;0;5,75083345175;3,90044116974;1,07192367315;0,499493420124;0;16,8926744759;7,68903207779;2,24793875217;0;0;0,316700041294;4,61435419321;1,27338111401;0;15,4128731787;0,500256717205;0;0;0,423166066408;0,406372725964;4,58851456642;21,2164194882;0;
1;2,47950428724;79,3102383316;0;0,369752079248;0;0;0,350074291229;1,8900667429;1,67319786549;1,79054325819;1,39378172159;0;0,322660684586;2,17501118779;0;0,415171265602;0;2,31019431353;9,30028706789;0;0,812323153019;1,59589189291;1,1573278904;3,34103140235;0,415760546923;0;6,80209547281;0;0;0;7,67370855808;0;2,15002769232;1,98129218817;0,445607244968;0;0;11,3695864379;2,47355428338;0;0,309795618057;0,481269240379;0,687245428562;4,57982516289;1,39249706268;0;2,76962262392;2,02210015059;0,521389007568;3,2047945857;
2;8,73540958762;0;19,3764718771;0,345595002174;0;0;0;1,07162129879;0,394648492336;0;0;0;0;0;0;1,38330066204;0;0;0;0;1,22718074918;0;0,363953381777;0;0;0;3,31342190504;0,344952613115;0;0;0;0;0,458428263664;0,446011304855;0,323587626219;0;0;0;0;0;0;0,346611261368;0,701035648584;1,0367629528;0;0;0;0;0,411618322134;0,749250054359;
3;3,59135752916;0,369752079248;0,345595002174;87,0565369129;0,643359899521;0;0,787581562996;0;3,10408177972;0,92854192853;0,441158235073;0;1,7151902914;2,10922417045;2,64045771956;5,30493611097;0;1,39291360974;2,31901118159;0;0;0,397155553102;2,10884934664;0;0;0;3,87615960836;0,389781802893;1,01797962189;0;1,22148087621;0,706112623215;6,55450072885;0;1,63800728321;0;0;6,33860582113;0;1,61565998197;0,331199496984;0;0,985521137714;2,74024525285;29,5227420926;5,39194849133;1,25218811631;0;0;4,67805662751;
4;0,447306096554;0;0;0,643359899521;43,8533242047;0,438565075397;0;0;0,728429973125;0;0;0;0,832939177752;9,01728963852;1,68002152443;0,816507011652;0;0;1,20298945904;0,857684493065;0,340040028095;0;0;0;0;0;0,52086353302;0;0,434813439846;0;0,330604195595;0;0;0;0;0;0,440898120403;0;1,174921453;0,367458999157;0;0;0,823854535818;6,08295589685;0;0,790107756853;1,46382263303;0;0;4,43961176276;
5;0;0;0;0;0,438565075397;51,9032591879;0;0,362827777863;0,92381504178;1,22258776426;0;0;0,403271734715;16,517185986;4,83823651075;0,80461782217;0;0,874339818954;1,2203989923;0;0;0;0;0,695948570967;3,21309787035;0;0;0,9322039783;2,41066834331;0,353797823191;0;0;0;0,450631886721;0;0;0;1,05781191587;1,46479612589;0,759075969458;0;0;1,18116125464;3,19597774744;0,481964528561;0,442390441895;1,28026214242;0;0;1,50421765447;
6;0,562636971474;0,350074291229;0;0,787581562996;0;0;17,4334689379;0,301855176687;1,12632933259;0;0;0;0,34342199564;0,719914704561;0;0;0;0;0,343845903873;0;0;0;0;0,317917346954;0;0;0,442083030939;0,34364759922;0;0;0;0,408170640469;0;0;0,510406255722;0;0;0;0,839745342731;0;0;0;0,3293582201;2,69911620021;3,14338588715;0,331921547651;0;0,823626697063;0;2,20967629552;
7;8,27734616399;1,8900667429;1,07162129879;0;0;0,362827777863;0,301855176687;55,1314614415;0,728380024433;0;1,2600505352;1,0399762392;0,348309338093;1,64633461833;2,47604119778;0,444725394249;0;0,726928710938;3,73607179523;0,347807407379;0,696007430553;0,352214574814;3,16907587647;1,04053837061;1,7333022058;0;4,70716267824;0,362405836582;0,493979454041;1,3335339427;0;0;0,764100968838;0,411388456821;0,744145512581;0;0;0;0;0;0,306999057531;0,721722066402;2,03837004304;7,62548327446;0,797003656626;0;0,345044106245;1,56758835912;0,471001207829;0,778532654047;
8;6,53349232674;1,67319786549;0,394648492336;3,10408177972;0,728429973125;0,92381504178;1,12632933259;0,728380024433;70,2969287634;2,2087585032;0;0,452234357595;0;1,88792872429;0,311552494764;2,48308265209;0;0,619229316711;1,82843491435;1,35036969185;0,803125530481;0,806358724833;1,33724713326;0,341350227594;0,379123687744;0;3,57247343659;0;1,0028950572;0;0;0,410750329494;5,98637014627;1,46560937166;7,63538235426;1,15342012048;0,34102922678;2,52963191271;0;1,33025360107;0,320740401745;0,492243945599;4,72876107693;9,25116378069;5,4378053844;0;1,17781430483;0,661417990923;2,54515278339;3,60577246547;
9;0;1,79054325819;0;0,92854192853;0;1,22258776426;0;0;2,2087585032;48,5879569054;0;0;0;1,74410936236;0,417668759823;0,942897498608;0;0,526497125626;1,00314277411;0;0;0;0;0;0,542892217636;0;0;0;0,833440482616;0;0,387182414532;0;1,10172665119;0;0,520462751389;0,865460276604;0,49031239748;0,398324877024;0;0;0;0;0,467466115952;1,43021324277;0,786094784737;0;1,21542224288;0,464851647615;0;0;
