source;target;weight
6;34;0,510406255722
6;0;0,562636971474
6;13;0,719914704561
6;3;0,787581562996
6;47;0,823626697063
6;38;0,839745342731
6;8;1,12632933259
6;49;2,20967629552
6;43;2,69911620021
6;44;3,14338588715
6;6;17,4334689379
7;6;0,301855176687
7;40;0,306999057531
7;46;0,345044106245
7;19;0,347807407379
7;12;0,348309338093
7;21;0,352214574814
7;27;0,362405836582
7;5;0,362827777863
7;33;0,411388456821
7;15;0,444725394249
7;48;0,471001207829
7;28;0,493979454041
7;20;0,696007430553
7;41;0,721722066402
7;17;0,726928710938
7;8;0,728380024433
7;34;0,744145512581
7;32;0,764100968838
7;49;0,778532654047
7;44;0,797003656626
7;11;1,0399762392
7;23;1,04053837061
7;2;1,07162129879
7;10;1,2600505352
7;29;1,3335339427
7;47;1,56758835912
7;13;1,64633461833
7;24;1,7333022058
7;1;1,8900667429
7;42;2,03837004304
7;14;2,47604119778
7;22;3,16907587647
7;18;3,73607179523
7;26;4,70716267824
7;43;7,62548327446
7;0;8,27734616399
7;7;55,1314614415
8;14;0,311552494764
8;40;0,320740401745
8;36;0,34102922678
8;23;0,341350227594
8;24;0,379123687744
8;2;0,394648492336
8;31;0,410750329494
8;11;0,452234357595
8;41;0,492243945599
8;17;0,619229316711
8;47;0,661417990923
8;7;0,728380024433
8;4;0,728429973125
8;20;0,803125530481
8;21;0,806358724833
8;5;0,92381504178
8;28;1,0028950572
8;6;1,12632933259
8;35;1,15342012048
8;46;1,17781430483
8;39;1,33025360107
8;22;1,33724713326
8;19;1,35036969185
8;33;1,46560937166
8;1;1,67319786549
8;18;1,82843491435
8;13;1,88792872429
8;9;2,2087585032
8;15;2,48308265209
8;37;2,52963191271
8;48;2,54515278339
8;3;3,10408177972
8;26;3,57247343659
8;49;3,60577246547
8;42;4,72876107693
8;44;5,4378053844
8;32;5,98637014627
8;0;6,53349232674
8;34;7,63538235426
8;43;9,25116378069
8;8;70,2969287634
9;30;0,387182414532
9;37;0,398324877024
9;14;0,417668759823
9;47;0,464851647615
9;42;0,467466115952
9;36;0,49031239748
9;34;0,520462751389
9;17;0,526497125626
9;24;0,542892217636
9;44;0,786094784737
9;28;0,833440482616
9;35;0,865460276604
9;3;0,92854192853
9;15;0,942897498608
9;18;1,00314277411
9;32;1,10172665119
9;46;1,21542224288
9;5;1,22258776426
9;43;1,43021324277
9;13;1,74410936236
9;1;1,79054325819
9;8;2,2087585032
9;9;48,5879569054
10;43;0,333334386349
10;12;0,352134108543
10;20;0,354580491781
10;23;0,360353648663
10;37;0,428642392159
10;3;0,441158235073
10;11;0,744782179594
10;15;0,879858195782
10;48;1,05606925488
10;22;1,10762038827
10;40;1,23876458406
10;42;1,24295812845
10;7;1,2600505352
10;19;1,36730968952
10;1;1,39378172159
10;34;1,47609016299
10;33;1,58387941122
10;21;1,88638827205
10;32;1,98311537504
10;47;2,41861200333
10;26;5,55745342374
10;0;8,83940187097
10;10;45,8546429276
11;15;0,323706924915
11;25;0,361780226231
11;49;0,362366259098
11;46;0,369388788939
11;12;0,384522974491
11;22;0,398981034756
11;35;0,430591404438
11;47;0,438654929399
11;8;0,452234357595
11;37;0,458316385746
11;18;0,488655805588
11;34;0,492832481861
11;48;0,692863017321
11;32;0,693444401026
11;26;0,706376075745
11;42;0,725646644831
11;10;0,744782179594
11;33;0,758856892586
11;28;0,771840512753
11;43;0,807674795389
11;14;0,840941905975
11;13;0,855047643185
11;19;0,871742933989
11;7;1,0399762392
11;20;1,91647937894
11;0;3,79363226891
11;11;18,6262378693
12;45;0,307483553886
12;1;0,322660684586
12;6;0,34342199564
12;7;0,348309338093
12;10;0,352134108543
12;27;0,366319954395
12;30;0,371941447258
12;40;0,375259011984
12;11;0,384522974491
12;5;0,403271734715
12;14;0,439908355474
12;41;0,440172433853
12;17;0,499796926975
12;0;0,563692688942
12;16;0,580104589462
12;20;0,667066991329
12;23;0,795401930809
12;4;0,832939177752
12;44;0,851342737675
12;42;1,12567573786
12;37;1,25681355596
12;39;1,32685136795
12;31;1,58417886496
12;32;1,7050217092
12;3;1,7151902914
12;49;1,87268263102
12;19;1,9643522501
12;13;4,05352255702
12;12;34,436055094
13;40;0,312161386013
13;20;0,317842423916
13;30;0,320925861597
13;25;0,370163023472
13;32;0,378995120525
13;0;0,637317299843
13;6;0,719914704561
13;26;0,755947589874
13;36;0,802932173014
13;11;0,855047643185
13;15;0,983165830374
13;22;1,25055208802
13;7;1,64633461833
13;42;1,67285785079
13;9;1,74410936236
13;33;1,76282379031
13;8;1,88792872429
13;23;2,07049956918
13;3;2,10922417045
13;17;2,11482340097
13;1;2,17501118779
13;46;2,19698220491
13;47;2,21262377501
13;38;2,22120049596
13;28;2,49516695738
13;35;3,04029801488
13;39;3,15163257718
13;24;3,62556147575
13;49;3,75221219659
13;12;4,05352255702
13;19;4,32531669736
13;16;5,0893343091
13;18;5,74066206813
13;27;6,59133780003
13;37;7,95286163688
13;4;9,01728963852
13;45;14,6918217838
13;14;15,1545775533
13;5;16,517185986
13;44;22,1601549387
13;43;23,1024598181
13;13;136,114634961
14;8;0,311552494764
14;21;0,350036561489
14;17;0,355219274759
14;20;0,38653999567
14;33;0,413787513971
14;24;0,417005181313
14;9;0,417668759823
14;12;0,439908355474
14;39;0,654250651598
14;28;0,688685953617
14;37;0,764632076025
14;22;0,790750473738
14;23;0,80031183362
14;48;0,808205783367
14;11;0,840941905975
14;32;1,02593955398
14;34;1,0898834765
14;18;1,22307923436
14;15;1,41881048679
14;26;1,42415779829
14;4;1,68002152443
14;42;2,24801233411
14;7;2,47604119778
14;3;2,64045771956
14;45;3,04033178091
14;43;3,07090049982
14;5;4,83823651075
14;44;8,8636726439
14;13;15,1545775533
14;14;46,5654114783
15;11;0,323706924915
15;45;0,328695327044
15;27;0,348771452904
15;38;0,363494634628
15;30;0,376012265682
15;29;0,406205534935
15;1;0,415171265602
15;7;0,444725394249
15;17;0,515763401985
15;22;0,740680485964
15;5;0,80461782217
15;4;0,816507011652
15;21;0,863678783178
15;10;0,879858195782
15;9;0,942897498608
15;13;0,983165830374
15;19;1,34196415544
15;2;1,38330066204
15;14;1,41881048679
15;35;1,59843188524
15;0;1,61390012503
15;48;1,93211653829
15;18;2,21021863818
15;49;2,43768623471
15;8;2,48308265209
15;28;2,91643214226
15;42;2,92382636666
15;34;3,77058589458
15;32;4,72712951899
15;3;5,30493611097
15;26;9,39386197925
15;15;86,932685107
16;23;0,450630426407
16;44;0,466340988874
16;37;0,487750530243
16;12;0,580104589462
16;0;0,618123590946
16;17;0,671991109848
16;25;0,91086345911
16;46;0,950775325298
16;43;1,16728103161
16;38;2,94593816996
16;13;5,0893343091
16;16;21,3355202079
17;39;0,333885669708
17;41;0,350893288851
17;20;0,353674590588
17;14;0,355219274759
17;28;0,419137388468
17;30;0,438029944897
17;24;0,448754251003
17;12;0,499796926975
17;15;0,515763401985
17;9;0,526497125626
17;8;0,619229316711
17;16;0,671991109848
17;19;0,712037473917
17;32;0,726043760777
17;7;0,726928710938
17;5;0,874339818954
17;29;1,15080344677
17;23;1,24400484562
17;42;1,33582776785
17;3;1,39291360974
17;34;1,71122297645
17;49;1,79548725486
17;26;2,04369744658
17;13;2,11482340097
17;18;2,1414937079
17;1;2,31019431353
17;31;2,33686506748
17;46;2,96344172955
17;44;4,68708747625
17;43;4,95173752308
17;17;41,6073440313
18;23;0,302717745304
18;37;0,337658762932
18;6;0,343845903873
18;47;0,344626784325
18;28;0,39438778162
18;11;0,488655805588
18;40;0,708211511374
18;21;0,755438029766
18;42;0,798284262419
18;27;0,898679941893
18;9;1,00314277411
18;0;1,06845831871
18;19;1,07205376029
18;39;1,11669847369
18;4;1,20298945904
18;5;1,2203989923
18;14;1,22307923436
18;34;1,60230517387
18;8;1,82843491435
18;38;1,9583491087
18;17;2,1414937079
18;15;2,21021863818
18;3;2,31901118159
18;32;3,01389181614
18;46;3,03648725152
18;44;3,70009061694
18;7;3,73607179523
18;13;5,74066206813
18;43;5,9276149869
18;45;7,09921810031
18;49;7,1464843452
18;1;9,30028706789
18;26;12,4649349749
18;18;107,970527053
19;46;0,315309643745
19;48;0,332268714905
19;7;0,347807407379
19;47;0,38319259882
19;29;0,416096448898
19;41;0,422467142344
19;21;0,428893983364
19;28;0,4702899158
19;35;0,475863575935
19;44;0,6643242836
19;17;0,712037473917
19;30;0,828428924084
19;20;0,8346555233
19;4;0,857684493065
19;11;0,871742933989
19;22;0,873096466064
19;45;0,915827602148
19;42;1,04085853696
19;18;1,07205376029
19;34;1,11459225416
19;32;1,16192954779
19;15;1,34196415544
19;8;1,35036969185
19;10;1,36730968952
19;49;1,66720664501
19;39;1,75987184048
19;12;1,9643522501
19;40;2,17979890108
19;0;2,89598107338
19;26;3,42215466499
19;13;4,32531669736
19;43;7,41381251812
19;19;69,3868067861
20;13;0,317842423916
20;46;0,327515602112
20;4;0,340040028095
20;17;0,353674590588
20;10;0,354580491781
20;39;0,372807651758
20;14;0,38653999567
20;40;0,388360381126
20;43;0,392798304558
20;33;0,545475661755
20;12;0,667066991329
20;7;0,696007430553
20;48;0,800047665834
20;8;0,803125530481
20;27;0,805648773909
20;1;0,812323153019
20;19;0,8346555233
20;47;0,923753261566
20;2;1,22718074918
20;42;1,45974457264
20;49;1,61515012383
20;11;1,91647937894
20;21;2,11709815264
20;34;2,30326321721
20;23;2,3288257122
20;22;2,66148355603
20;29;2,6798312068
20;41;3,15280050039
20;26;7,89890035987
20;32;7,92808961868
20;0;26,4436005652
20;20;68,9818113446
21;47;0,334452599287
21;14;0,350036561489
21;7;0,352214574814
21;3;0,397155553102
21;33;0,413193702698
21;19;0,428893983364
21;22;0,694659471512
21;34;0,702214837074
21;43;0,743969023228
21;18;0,755438029766
21;8;0,806358724833
21;48;0,85548260808
21;15;0,863678783178
21;29;0,916553974152
21;42;1,20715624094
21;32;1,26674684882
21;41;1,30613604188
21;1;1,59589189291
21;10;1,88638827205
21;20;2,11709815264
21;26;5,67654672265
21;0;11,644012928
21;21;43,8284111917
22;2;0,363953381777
22;27;0,377652227879
22;39;0,382566273212
22;11;0,398981034756
22;49;0,472753673792
22;44;0,488030672073
22;42;0,535588502884
22;21;0,694659471512
22;15;0,740680485964
22;14;0,790750473738
22;23;0,803775250912
22;19;0,873096466064
22;41;0,894392848015
22;10;1,10762038827
22;1;1,1573278904
22;13;1,25055208802
22;48;1,28454583883
22;8;1,33724713326
22;34;1,68715795875
22;33;2,04223001003
22;3;2,10884934664
22;20;2,66148355603
22;29;2,88132715225
22;28;3,02886837721
22;7;3,16907587647
22;0;4,15314811468
22;32;8,43979740143
22;26;11,5226035118
22;22;72,3540402949
23;18;0,302717745304
23;6;0,317917346954
23;8;0,341350227594
23;10;0,360353648663
23;24;0,374071538448
23;16;0,450630426407
23;29;0,476136863232
23;38;0,483600854874
23;37;0,535415291786
23;5;0,695948570967
23;40;0,744222849607
23;46;0,786813080311
23;32;0,78920596838
23;12;0,795401930809
23;14;0,80031183362
23;22;0,803775250912
23;30;0,815642178059
23;48;0,865544378757
23;7;1,04053837061
23;17;1,24400484562
23;33;1,25342562795
23;49;1,27639496326
23;34;1,2840988636
23;13;2,07049956918
23;41;2,16855144501
23;20;2,3288257122
23;1;3,34103140235
23;0;3,90900927782
23;26;4,12497448921
23;43;16,9483445585
23;23;63,5009039342
24;35;0,347936153412
24;23;0,374071538448
24;8;0,379123687744
24;30;0,397006511688
24;1;0,415760546923
24;14;0,417005181313
24;49;0,432364046574
24;17;0,448754251003
24;28;0,47929123044
24;29;0,537861526012
24;9;0,542892217636
24;26;1,17417165637
24;43;1,37497130036
24;7;1,7333022058
24;27;2,30756345391
24;32;2,74993869662
24;5;3,21309787035
24;13;3,62556147575
24;24;61,7461906075
25;11;0,361780226231
25;13;0,370163023472
25;46;0,385800689459
25;26;0,412739932537
25;38;0,438158154488
25;29;0,473344355822
25;16;0,91086345911
25;43;1,11255726218
25;25;7,77687799931
26;31;0,338958024979
26;27;0,386223077774
26;25;0,412739932537
26;6;0,442083030939
26;36;0,466939508915
26;4;0,52086353302
26;11;0,706376075745
26;13;0,755947589874
26;48;0,805166870356
26;38;1,08714306355
26;35;1,09837630391
26;44;1,15036159754
26;24;1,17417165637
26;37;1,25725793839
26;33;1,30589354038
26;14;1,42415779829
26;40;1,43418887258
26;39;1,7350332737
26;28;1,888230443
26;17;2,04369744658
26;45;2,2138184607
26;30;2,27242687345
26;41;3,23725149035
26;2;3,31342190504
26;19;3,42215466499
26;47;3,47874194384
26;8;3,57247343659
26;3;3,87615960836
26;23;4,12497448921
26;7;4,70716267824
26;46;5,26635575294
26;42;5,46485078335
26;10;5,55745342374
26;21;5,67654672265
26;1;6,80209547281
26;34;6,82102969289
26;32;6,92919209599
26;49;7,5108474493
26;20;7,89890035987
26;29;7,96383687854
26;43;8,18501397967
26;15;9,39386197925
26;22;11,5226035118
26;18;12,4649349749
26;26;167,274210542
27;41;0,335485011339
27;6;0,34364759922
27;2;0,344952613115
27;15;0,348771452904
27;7;0,362405836582
27;12;0,366319954395
27;22;0,377652227879
27;26;0,386223077774
27;3;0,389781802893
27;44;0,398744463921
27;48;0,417256504297
27;42;0,439134478569
27;47;0,733387470245
27;38;0,766311526299
27;20;0,805648773909
27;34;0,835569471121
27;18;0,898679941893
27;5;0,9322039783
27;37;0,999443769455
27;28;1,33621835709
27;32;1,46476000547
27;24;2,30756345391
27;43;2,9710611701
27;0;5,75083345175
27;13;6,59133780003
27;27;30,4119467139
28;37;0,339886188507
28;49;0,393592894077
28;18;0,39438778162
28;17;0,419137388468
28;4;0,434813439846
28;19;0,4702899158
28;24;0,47929123044
28;7;0,493979454041
28;42;0,6802713871
28;14;0,688685953617
28;11;0,771840512753
28;35;0,801377356052
28;9;0,833440482616
28;29;0,942826330662
28;8;1,0028950572
28;3;1,01797962189
28;48;1,08487227559
28;33;1,29652324319
28;27;1,33621835709
28;26;1,888230443
28;32;2,17370042205
28;5;2,41066834331
28;13;2,49516695738
28;45;2,71208319068
28;34;2,80659836531
28;15;2,91643214226
28;22;3,02886837721
28;0;3,90044116974
28;28;35,2328969836
29;5;0,353797823191
29;32;0,392058551311
29;15;0,406205534935
29;19;0,416096448898
29;46;0,46647799015
29;25;0,473344355822
29;23;0,476136863232
29;42;0,525531828403
29;24;0,537861526012
29;38;0,569624781609
29;49;0,839891135693
29;21;0,916553974152
29;28;0,942826330662
29;0;1,07192367315
29;33;1,11194258928
29;17;1,15080344677
29;34;1,24068954587
29;47;1,24667054415
29;7;1,3335339427
29;43;2,15513119102
29;20;2,6798312068
29;48;2,69276964664
29;22;2,88132715225
29;26;7,96383687854
29;29;49,1830590963
30;13;0,320925861597
30;34;0,322193622589
30;4;0,330604195595
30;46;0,368350803852
30;12;0,371941447258
30;15;0,376012265682
30;9;0,387182414532
30;24;0,397006511688
30;36;0,405612558126
30;37;0,411423832178
30;17;0,438029944897
30;0;0,499493420124
30;31;0,780805468559
30;38;0,791539847851
30;23;0,815642178059
30;19;0,828428924084
30;44;0,884763777256
30;3;1,22148087621
30;49;1,62848168612
30;26;2,27242687345
30;43;4,34993118048
30;1;7,67370855808
30;30;27,5879326165
31;43;0,303791880608
31;26;0,338958024979
31;45;0,388441592455
31;6;0,408170640469
31;8;0,410750329494
31;3;0,706112623215
31;32;0,722824633121
31;30;0,780805468559
31;37;0,933540701866
31;44;0,983530938625
31;42;1,25552800298
31;34;1,29899922013
31;12;1,58417886496
31;36;1,78785228729
31;17;2,33686506748
31;49;4,04119294882
31;31;67,825460434
32;35;0,364226937294
32;13;0,378995120525
32;29;0,392058551311
32;2;0,458428263664
32;11;0,693444401026
32;31;0,722824633121
32;17;0,726043760777
32;38;0,74170601368
32;7;0,764100968838
32;23;0,78920596838
32;46;0,82228320837
32;14;1,02593955398
32;9;1,10172665119
32;19;1,16192954779
32;21;1,26674684882
32;44;1,4188644886
32;27;1,46476000547
32;40;1,54823884368
32;12;1,7050217092
32;33;1,86262637377
32;37;1,89755290747
32;10;1,98311537504
32;39;1,98768046498
32;1;2,15002769232
32;28;2,17370042205
32;43;2,21488454938
32;24;2,74993869662
32;18;3,01389181614
32;41;3,84046202898
32;42;3,98268941045
32;15;4,72712951899
32;49;5,65942907333
32;8;5,98637014627
32;34;6,30938631296
32;3;6,55450072885
32;26;6,92919209599
32;20;7,92808961868
32;48;7,97846105695
32;22;8,43979740143
32;0;16,8926744759
32;32;106,364066303
33;49;0,329781025648
33;45;0,338847786188
33;7;0,411388456821
33;21;0,413193702698
33;14;0,413787513971
33;2;0,446011304855
33;5;0,450631886721
33;41;0,464896738529
33;39;0,525393247604
33;20;0,545475661755
33;11;0,758856892586
33;37;0,930454969406
33;29;1,11194258928
33;23;1,25342562795
33;28;1,29652324319
33;26;1,30589354038
33;8;1,46560937166
33;10;1,58387941122
33;13;1,76282379031
33;32;1,86262637377
33;1;1,98129218817
33;22;2,04223001003
33;43;2,6987285614
33;47;3,71009036899
33;0;7,68903207779
33;33;42,9398311079
34;30;0,322193622589
34;2;0,323587626219
34;36;0,344220519066
34;44;0,385660022497
34;1;0,445607244968
34;47;0,482383191586
34;11;0,492832481861
34;6;0,510406255722
34;9;0,520462751389
34;40;0,555637180805
34;21;0,702214837074
34;35;0,72768959403
34;7;0,744145512581
34;27;0,835569471121
34;14;1,0898834765
34;19;1,11459225416
34;29;1,24068954587
34;23;1,2840988636
34;31;1,29899922013
34;42;1,32210442424
34;10;1,47609016299
34;18;1,60230517387
34;3;1,63800728321
34;22;1,68715795875
34;17;1,71122297645
34;41;1,7770138979
34;48;1,94227671623
34;0;2,24793875217
34;20;2,30326321721
34;43;2,39517602324
34;28;2,80659836531
34;49;3,55777367949
34;15;3,77058589458
34;46;5,22092780471
34;32;6,30938631296
34;26;6,82102969289
34;8;7,63538235426
34;34;101,287547529
35;45;0,320436239243
35;24;0,347936153412
35;32;0,364226937294
35;11;0,430591404438
35;19;0,475863575935
35;34;0,72768959403
35;42;0,786724686623
35;28;0,801377356052
35;9;0,865460276604
35;37;0,931649565697
35;26;1,09837630391
35;8;1,15342012048
35;46;1,25142922997
35;15;1,59843188524
35;43;1,99890235066
35;13;3,04029801488
35;44;11,3896529377
35;35;34,4873757362
36;8;0,34102922678
36;34;0,344220519066
36;30;0,405612558126
36;4;0,440898120403
36;26;0,466939508915
36;9;0,49031239748
36;45;0,496991157532
36;44;0,75781288743
36;13;0,802932173014
36;42;1,14232486486
36;49;1,19617733359
36;31;1,78785228729
36;43;3,51171377301
36;36;9,93129423261
37;0;0,316700041294
37;18;0,337658762932
37;28;0,339886188507
37;45;0,353300392628
37;9;0,398324877024
37;30;0,411423832178
37;10;0,428642392159
37;11;0,458316385746
37;16;0,487750530243
37;48;0,519880533218
37;23;0,535415291786
37;14;0,764632076025
37;33;0,930454969406
37;35;0,931649565697
37;31;0,933540701866
37;27;0,999443769455
37;5;1,05781191587
37;12;1,25681355596
37;26;1,25725793839
37;32;1,89755290747
37;8;2,52963191271
37;49;4,236638695
37;3;6,33860582113
37;13;7,95286163688
37;46;8,25803256035
37;44;10,6573655009
37;1;11,3695864379
37;43;11,90669173
37;47;19,9837708473
37;37;172,787418991
38;42;0,318994760513
38;39;0,362543731928
38;15;0,363494634628
38;44;0,382179737091
38;25;0,438158154488
38;23;0,483600854874
38;29;0,569624781609
38;32;0,74170601368
38;27;0,766311526299
38;30;0,791539847851
38;6;0,839745342731
38;26;1,08714306355
38;4;1,174921453
38;5;1,46479612589
38;49;1,86011946201
38;18;1,9583491087
38;45;2,02061402798
38;13;2,22120049596
38;1;2,47355428338
38;16;2,94593816996
38;46;3,28622499108
38;0;4,61435419321
38;43;6,22067975998
38;38;45,6941812038
39;17;0,333885669708
39;38;0,362543731928
39;46;0,364595472813
39;4;0,367458999157
39;20;0,372807651758
39;22;0,382566273212
39;33;0,525393247604
39;14;0,654250651598
39;5;0,759075969458
39;18;1,11669847369
39;41;1,12164577842
39;0;1,27338111401
39;12;1,32685136795
39;8;1,33025360107
39;3;1,61565998197
39;26;1,7350332737
39;19;1,75987184048
39;32;1,98768046498
39;49;2,26462605596
39;44;2,85514453053
39;43;2,92033210397
39;13;3,15163257718
39;45;10,6337538362
39;39;44,7694633603
40;7;0,306999057531
40;1;0,309795618057
40;13;0,312161386013
40;8;0,320740401745
40;3;0,331199496984
40;49;0,367014288902
40;12;0,375259011984
40;20;0,388360381126
40;34;0,555637180805
40;41;0,689836412668
40;18;0,708211511374
40;23;0,744222849607
40;43;1,14639952779
40;10;1,23876458406
40;26;1,43418887258
40;32;1,54823884368
40;47;1,67431372404
40;48;2,11828792095
40;19;2,17979890108
40;44;2,58259049058
40;40;14,8534808755
41;27;0,335485011339
41;2;0,346611261368
41;17;0,350893288851
41;47;0,403042376041
41;19;0,422467142344
41;12;0,440172433853
41;33;0,464896738529
41;1;0,481269240379
41;8;0,492243945599
41;42;0,493576943874
41;40;0,689836412668
41;7;0,721722066402
41;46;0,869947463274
41;22;0,894392848015
41;39;1,12164577842
41;21;1,30613604188
41;48;1,66213592887
41;49;1,68787840009
41;34;1,7770138979
41;43;2,15098372102
41;23;2,16855144501
41;20;3,15280050039
41;26;3,23725149035
41;32;3,84046202898
41;0;15,4128731787
41;41;44,7511521876
42;38;0,318994760513
42;6;0,3293582201
42;27;0,439134478569
42;9;0,467466115952
42;41;0,493576943874
42;0;0,500256717205
42;29;0,525531828403
42;22;0,535588502884
42;28;0,6802713871
42;1;0,687245428562
42;2;0,701035648584
42;11;0,725646644831
42;35;0,786724686623
42;18;0,798284262419
42;4;0,823854535818
42;44;0,833137691021
42;46;0,905447363853
42;3;0,985521137714
42;19;1,04085853696
42;12;1,12567573786
42;36;1,14232486486
42;5;1,18116125464
42;21;1,20715624094
42;10;1,24295812845
42;31;1,25552800298
42;34;1,32210442424
42;17;1,33582776785
42;20;1,45974457264
42;13;1,67285785079
42;7;2,03837004304
42;14;2,24801233411
42;15;2,92382636666
42;49;3,70169174671
42;32;3,98268941045
42;8;4,72876107693
42;43;4,97683387995
42;26;5,46485078335
42;42;68,5494910181
43;31;0,303791880608
43;10;0,333334386349
43;48;0,370184838772
43;20;0,392798304558
43;21;0,743969023228
43;11;0,807674795389
43;2;1,0367629528
43;25;1,11255726218
43;40;1,14639952779
43;16;1,16728103161
43;24;1,37497130036
43;9;1,43021324277
43;35;1,99890235066
43;41;2,15098372102
43;29;2,15513119102
43;32;2,21488454938
43;34;2,39517602324
43;45;2,43967318535
43;33;2,6987285614
43;6;2,69911620021
43;3;2,74024525285
43;39;2,92033210397
43;27;2,9710611701
43;14;3,07090049982
43;5;3,19597774744
43;36;3,51171377301
43;30;4,34993118048
43;1;4,57982516289
43;17;4,95173752308
43;42;4,97683387995
43;18;5,9276149869
43;46;5,98574090004
43;4;6,08295589685
43;38;6,22067975998
43;47;6,96529868245
43;19;7,41381251812
43;7;7,62548327446
43;26;8,18501397967
43;49;8,68160131574
43;8;9,25116378069
43;37;11,90669173
43;44;12,0319253206
43;23;16,9483445585
43;13;23,1024598181
43;43;356,406576723
44;47;0,322485625744
44;38;0,382179737091
44;34;0,385660022497
44;27;0,398744463921
44;16;0,466340988874
44;5;0,481964528561
44;22;0,488030672073
44;19;0,6643242836
44;36;0,75781288743
44;9;0,786094784737
44;7;0,797003656626
44;42;0,833137691021
44;12;0,851342737675
44;30;0,884763777256
44;31;0,983530938625
44;26;1,15036159754
44;1;1,39249706268
44;32;1,4188644886
44;40;2,58259049058
44;39;2,85514453053
44;46;2,87067976594
44;6;3,14338588715
44;18;3,70009061694
44;17;4,68708747625
44;49;4,7211997509
44;8;5,4378053844
44;14;8,8636726439
44;37;10,6573655009
44;35;11,3896529377
44;43;12,0319253206
44;13;22,1601549387
44;3;29,5227420926
44;45;32,8494230211
44;44;315,721093446
45;12;0,307483553886
