source;target;weight
45;35;0,320436239243
45;15;0,328695327044
45;6;0,331921547651
45;33;0,338847786188
45;37;0,353300392628
45;31;0,388441592455
45;0;0,423166066408
45;5;0,442390441895
45;36;0,496991157532
45;4;0,790107756853
45;19;0,915827602148
45;46;1,25782290101
45;38;2,02061402798
45;26;2,2138184607
45;43;2,43967318535
45;28;2,71208319068
45;49;2,77012127638
45;14;3,04033178091
45;3;5,39194849133
45;18;7,09921810031
45;39;10,6337538362
45;13;14,6918217838
45;44;32,8494230211
45;45;120,062478691
46;19;0,315309643745
46;20;0,327515602112
46;7;0,345044106245
46;39;0,364595472813
46;30;0,368350803852
46;11;0,369388788939
46;25;0,385800689459
46;0;0,406372725964
46;29;0,46647799015
46;47;0,746459066868
46;23;0,786813080311
46;32;0,82228320837
46;41;0,869947463274
46;49;0,871737062931
46;42;0,905447363853
46;16;0,950775325298
46;8;1,17781430483
46;9;1,21542224288
46;35;1,25142922997
46;3;1,25218811631
46;45;1,25782290101
46;5;1,28026214242
46;4;1,46382263303
46;13;2,19698220491
46;1;2,76962262392
46;44;2,87067976594
46;17;2,96344172955
46;18;3,03648725152
46;38;3,28622499108
46;34;5,22092780471
46;26;5,26635575294
46;43;5,98574090004
46;37;8,25803256035
46;46;57,4267659187
47;44;0,322485625744
47;21;0,334452599287
47;18;0,344626784325
47;19;0,38319259882
47;41;0,403042376041
47;11;0,438654929399
47;9;0,464851647615
47;34;0,482383191586
47;8;0,661417990923
47;27;0,733387470245
47;46;0,746459066868
47;48;0,802602469921
47;6;0,823626697063
47;20;0,923753261566
47;29;1,24667054415
47;7;1,56758835912
47;40;1,67431372404
47;49;1,83792686462
47;1;2,02210015059
47;13;2,21262377501
47;10;2,41861200333
47;26;3,47874194384
47;33;3,71009036899
47;0;4,58851456642
47;43;6,96529868245
47;37;19,9837708473
47;47;58,9745957255
48;19;0,332268714905
48;43;0,370184838772
48;2;0,411618322134
48;27;0,417256504297
48;7;0,471001207829
48;37;0,519880533218
48;1;0,521389007568
48;11;0,692863017321
48;20;0,800047665834
48;47;0,802602469921
48;26;0,805166870356
48;14;0,808205783367
48;21;0,85548260808
48;23;0,865544378757
48;10;1,05606925488
48;28;1,08487227559
48;22;1,28454583883
48;41;1,66213592887
48;15;1,93211653829
48;34;1,94227671623
48;40;2,11828792095
48;8;2,54515278339
48;29;2,69276964664
48;32;7,97846105695
48;0;21,2164194882
48;48;61,0566543341
49;33;0,329781025648
49;11;0,362366259098
49;40;0,367014288902
49;28;0,393592894077
49;24;0,432364046574
49;22;0,472753673792
49;2;0,749250054359
49;7;0,778532654047
49;29;0,839891135693
49;46;0,871737062931
49;36;1,19617733359
49;23;1,27639496326
49;5;1,50421765447
49;20;1,61515012383
49;30;1,62848168612
49;19;1,66720664501
49;41;1,68787840009
49;17;1,79548725486
49;47;1,83792686462
49;38;1,86011946201
49;12;1,87268263102
49;6;2,20967629552
49;39;2,26462605596
49;15;2,43768623471
49;45;2,77012127638
49;1;3,2047945857
49;34;3,55777367949
49;8;3,60577246547
49;42;3,70169174671
49;13;3,75221219659
49;31;4,04119294882
49;37;4,236638695
49;4;4,43961176276
49;3;4,67805662751
49;44;4,7211997509
49;32;5,65942907333
49;18;7,1464843452
49;26;7,5108474493
49;43;8,68160131574
49;49;77,5697836876
